source_manifest	canonical_element	building	element_as_written	value	unit	value_m	source	evidence	quote
fantasy_building_dimensions_v1.tsv	storey_height	fortified manor keep (Castera de Saint-Médard-en-Jalle)	storey height, each entresolled storey, floor to ceiling	2.30	m	2.300	Viollet-le-Duc, Dictionnaire raisonné, art. Manoir	measured	La grande salle R avait entre le plancher et le plafond 4 m ,30 de hauteur, et chacun des étages entresolés 2 m ,30 environ
fantasy_building_dimensions_v1.tsv	thickness	fortified manor keep (Castera de Saint-Médard-en-Jalle)	floor structure thickness (plancher) over an entresol	0.30	m	0.300	Viollet-le-Duc, Dictionnaire raisonné, art. Manoir	measured	L’étage entrésolé 2 m ,30 5 m ,20 Épaisseur du plancher 30 L’entresol 2 m ,30 Épaisseur du plancher 30 Hauteur de la grande salle 4 m ,30 5 m ,20 Poutres et corbeaux 60 Solivages 30
fantasy_building_dimensions_v1.tsv	depth	fortified manor keep (Castera de Saint-Médard-en-Jalle)	floor structure over the great hall: beams + corbels depth	0.60	m	0.600	Viollet-le-Duc, Dictionnaire raisonné, art. Manoir	measured	L’étage entrésolé 2 m ,30 5 m ,20 Épaisseur du plancher 30 L’entresol 2 m ,30 Épaisseur du plancher 30 Hauteur de la grande salle 4 m ,30 5 m ,20 Poutres et corbeaux 60 Solivages 30
fantasy_building_dimensions_v1.tsv	depth	fortified manor keep (Castera de Saint-Médard-en-Jalle)	floor structure over the great hall: solivage (joisting) depth	0.30	m	0.300	Viollet-le-Duc, Dictionnaire raisonné, art. Manoir	measured	L’étage entrésolé 2 m ,30 5 m ,20 Épaisseur du plancher 30 L’entresol 2 m ,30 Épaisseur du plancher 30 Hauteur de la grande salle 4 m ,30 5 m ,20 Poutres et corbeaux 60 Solivages 30
fantasy_building_dimensions_v1.tsv	storey_height	fortified manor keep (Castera de Saint-Médard-en-Jalle)	total floor-to-floor block, ground of first floor to chemin de ronde (both the entresolled stack 2.30+0.30+2.30+0.30 and the hall stack 4.30+0.60+0.30 arase at the same level)	5.20	m	5.200	Viollet-le-Duc, Dictionnaire raisonné, art. Manoir	measured	de sorte que le plancher au-dessus de cette grande salle et celui au-dessus de l’entresol, en comptant l’épaisseur des poutres et solives, s’ arasait au niveau d’un chemin de ronde supérieur. En effet, en calculant ces hauteurs, L’étage entrésolé 2 m ,30 5 m ,20 Épaisseur du plancher 30 L’entresol 2 m ,30 Épaisseur du plancher 30 Hauteur de la grande salle 4 m ,30 5 m ,20 Poutres et corbeaux 60 So
fantasy_building_dimensions_v1.tsv	height	donjon interior, second floor (Coucy, 1220-30)	height of the encircling gallery floor above the dodecagonal hall pavement	3.30	m	3.300	Viollet-le-Duc, Dictionnaire raisonné, art. Donjon	measured	Cet étage, voûté comme ceux du dessous, se composait d’une salle dodécagone entourée d’une galerie relevée de 3 m ,30 au-dessus du pavé de cette salle et formant ainsi un large portique avec balcons
fantasy_building_dimensions_v1.tsv	storey_height	flanking towers of a castle enceinte (Coucy, towers C, D, S, T)	storey count of a large flanking tower	2 cellar storeys + 3 hall storeys above ground + 1 attic storey	storeys		Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	Les tours C, D, S, T possèdent deux étages de caves et trois étages de salles au-dessus du sol, sans compter l’étage des combles.
fantasy_building_dimensions_v1.tsv	member_section	double timber hoarding (Carcassonne, Porte Narbonnaise, Philippe le Hardi)	vertical spacing between the two hoarding decks (second rank of moises above the first)	1.80	m	1.800	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	documented-reconstruction	Un second rang de moises, posé en L , à 1 m ,80 du premier rang, formait l’enrayure des arbalétriers M du comble.
fantasy_building_dimensions_v1.tsv	storey_height	castle range over the lices (Pierrefonds, north wing)	drop from the inner courtyard floor to the lices floor (lowest storey level)	8	m	8.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	Nous donnons en B le plan de l’étage inférieur de l’aile du nord au niveau du sol des lices, qui se trouve à huit mètres en contrebas du sol de la cour intérieure.
fantasy_building_dimensions_v1.tsv	height	crenellated parapet, 13th c. (design formula)	merlon height above the chemin-de-ronde floor	2.00	m	2.000	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Au XIII e siècle, les créneaux sont évidemment construits d’après une formule donnée par l’expérience. Les merlons ont 2 mètres de haut sur 1 m , 70 au moins, et 3 m , 30 au plus de largeur sur 0,45 c. d’épaisseur
fantasy_building_dimensions_v1.tsv	width	crenellated parapet, 13th c. (design formula)	merlon width	1.70 to 3.30	m	2.500	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Les merlons ont 2 mètres de haut sur 1 m , 70 au moins, et 3 m , 30 au plus de largeur sur 0,45 c. d’épaisseur
fantasy_building_dimensions_v1.tsv	sill_height_above_floor	crenellated parapet, 13th c. (design formula)	crenel sill height above the chemin-de-ronde floor	1.00	m	1.000	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	l’appui des créneaux est à 1 mètre du sol du chemin de ronde, et leur largeur est de 0,70 c. Au milieu de chaque merlon est percée une archère.
fantasy_building_dimensions_v1.tsv	opening_width	crenellated parapet, 13th c. (design formula)	crenel opening width	0.70	m	0.700	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	l’appui des créneaux est à 1 mètre du sol du chemin de ronde, et leur largeur est de 0,70 c.
fantasy_building_dimensions_v1.tsv	opening_width	crenellated parapet, all periods (human-stature rule)	crenel opening width, full observed range	1.00 down to 0.70	m	1.000	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	Les dimensions des crénelages étant données par la taille de l’homme, ces dimensions varient peu : les merlons ont toujours à peu près deux mètres de hauteur, pour pouvoir garantir complètement les défenseurs ; les appuis des créneaux sont à un mètre du sol du chemin de ronde, et leur largeur varie d’un mètre, à soixante-dix centimètres.
fantasy_building_dimensions_v1.tsv	height	crenellated parapet (Carcassonne towers and curtains, c.1100)	merlon height	1.60 to 1.80	m	1.700	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	measured	Les merlons des tours et courtines du château de Carcassonne (1100 environ) sont hauts (1 m ,60 à 1 m ,80) ; les trous de hourds sont espacés régulièrement
fantasy_building_dimensions_v1.tsv	opening_width	crenellated parapet, 13th c.	archère (arrow-loop) external slit width	0.07 to 0.08	m	0.075	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	en a sont les archères, qui n’ont pas plus de 0,07 c. à 0,08 c. d’ouverture
fantasy_building_dimensions_v1.tsv	width	crenellated parapet, 13th c.	archère internal splay (ébrasement) width	0.40 to 0.45	m	0.425	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	author-rule	en B , le plan du crénelage avec ses archères, lesquelles ont 0,40 c. à 0,45 c. d’ébrasement
fantasy_building_dimensions_v1.tsv	height	crenellated cornice (Béziers cathedral)	height from the chemin-de-ronde floor to the top of the cornice	1.18	m	1.180	Viollet-le-Duc, Dictionnaire raisonné, art. Créneau	measured	Du sol du chemin de ronde, au-dessus de la corniche B , il n’y a qu’un mètre dix-huit centimètres de hauteur
fantasy_building_dimensions_v1.tsv	sill_height_above_floor	castle gate (Château Gaillard, gate K)	door sill height above the ditch counterscarp	over 2	m	2.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	En K s’ouvre la porte du château ; son seuil est élevé de plus de deux mètres au-dessus de la contrescarpe du fossé L .
fantasy_building_dimensions_v1.tsv	sill_height_above_floor	castle postern (Pierrefonds, postern V in curtain T)	postern sill height above the external base of the curtain	8	m	8.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	En V , la courtine T est percée d’une large poterne munie de vantaux et d’un pont-levis ; le seuil de cette poterne est placé à huit mètres au-dessus de la base extérieure de la muraille.
fantasy_building_dimensions_v1.tsv	diameter	tower oubliette (Pierrefonds, SW tower)	diameter of the well mouth / oculus in the crown of the cave vault (only access)	1.60	m	1.600	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	puits dont l’ouverture de 1 m ,60 de diamètre correspond à l’œil pratiqué au centre de la voûte elliptique de la cave
fantasy_building_dimensions_v1.tsv	depth	tower oubliette (Pierrefonds, SW tower)	cave depth, floor to vault crown	7	m	7.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	Au-dessus du rez-de-chaussée est un étage voûté en arcs ogives, et au-dessous de cet étage une cave d’une profondeur de 7 mètres, voûtée en calotte elliptique.
fantasy_building_dimensions_v1.tsv	depth	tower oubliette (Pierrefonds, SW tower)	depth of the well sunk in the cave floor	8	m	8.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	au centre de l’aire de cette cave circulaire est creusé un puits, qui nous a paru avoir huit mètres de profondeur, bien qu’en partie comblé
fantasy_building_dimensions_v1.tsv	internal_length	great hall block (Montargis, 2nd half 13th c.)	hall length x width, dans oeuvre	50 x 16	m	50.000	Viollet-le-Duc, Dictionnaire raisonné, art. Salle	documented-reconstruction	Ce vaisseau, l’un des plus grands qui fussent en France, avait 50 mètres de longueur sur 16 mètres, dans œuvre.
fantasy_building_dimensions_v1.tsv	internal_length	great hall block (Palais de Paris, Philippe le Bel)	hall length x width, dans oeuvre	70.50 x 27.50	m	70.500	Viollet-le-Duc, Dictionnaire raisonné, art. Salle	measured	La grand’salle proprement dite a 70 m ,50 de long sur 27 m ,50 de large dans œuvre.
fantasy_building_dimensions_v1.tsv	internal_length	quadrangular castle block (Villandraut, mid-13th c.)	overall block length x width, dans oeuvre	47.50 x 39.00	m	47.500	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	Le château de Villandraut près Bazas, bâti vers le milieu du XIII e siècle, nous fait voir déjà des tours très-fortes et saillantes sur les courtines, flanquant à chaque angle un parallélogramme de 47 m ,50 sur 39 m ,00 dans œuvre.
fantasy_building_dimensions_v1.tsv	length	quadrangular castle block (Villandraut)	inner courtyard length x width	25.00 x 30.00	m	30.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	des logements étaient disposés à l’intérieur le long des quatre faces, de manière à laisser une cour de 25 m ,00 sur 30 m ,00 environ
fantasy_building_dimensions_v1.tsv	height	corner tower (Villandraut)	tower height, crownings excluded	27.00	m	27.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	Les tours du château de Villandraut ont 27 m ,00 de hauteur, non compris les couronnements qui sont détruits, sur 11 m ,00 et 12 m ,00 de diamètre
fantasy_building_dimensions_v1.tsv	diameter	corner tower (Villandraut)	tower diameter	11.00 and 12.00	m	11.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	Les tours du château de Villandraut ont 27 m ,00 de hauteur, non compris les couronnements qui sont détruits, sur 11 m ,00 et 12 m ,00 de diamètre
fantasy_building_dimensions_v1.tsv	diameter	flanking tower of a castle enceinte (Coucy, towers C, D, S, T)	tower diameter hors oeuvre x height above external ground	18 x 35	m	35.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	Ces tours, qui n’ont pas moins de dix-huit mètres de diamètre hors œuvre sur trente-cinq mètres de hauteur environ au-dessus du sol extérieur, ne sont rien auprès du donjon
fantasy_building_dimensions_v1.tsv	diameter	donjon (Coucy) — Château-article figures, differ from the Donjon-article figures already in fortification_dimensions_v1.tsv (30.50 m dia., 55 m high)	donjon diameter hors oeuvre x total height, ditch bottom to crowning	31 x 64	m	64.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	le donjon qui porte trente-un mètres de diamètre hors œuvre sur soixante-quatre mètres depuis le fond du fossé jusqu’au couronnement
fantasy_building_dimensions_v1.tsv	diameter	donjon (Louvre, Philippe-Auguste)	donjon diameter x height	20 x 30	m	30.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	le donjon du Louvre n’avait que vingt mètres de diamètre environ sur trente mètres de haut ; le donjon de Coucy est bien autrement important, son diamètre étant de trente-un mètres et sa hauteur de soixante-cinq environ
fantasy_building_dimensions_v1.tsv	bay_spacing	scalloped inner enceinte (Château Gaillard, Richard I)	bay module of the lobed curtain: chord of each circular segment / straight curtain between segments	3 / 1	m	3.000	Viollet-le-Duc, Dictionnaire raisonné, art. Château	measured	c’est une suite de segments de cercle de trois mètres de corde environ, séparés par des portions de courtine d’un mètre seulement
fantasy_building_dimensions_v1.tsv	putlog_hole	timber hoarding, single deck, 13th c.	putlog socket, square, at chemin-de-ronde level	0.30 x 0.30	m	0.300	Viollet-le-Duc, Dictionnaire raisonné, art. Hourd	measured	On renonça aux trous doubles, on se contenta d’un seul rang de larges trous carrés (0,30 c. × 0,30 c. environ) percés au niveau des chemins de ronde
